Law Pinecone Indexing Report - Generated on 2025-03-25 22:51:04
FULL MODE
Total .json files processed: 780
Successfully upserted: 780
Failed to upsert: 0
All files upserted? YES
Total execution time: 1h 20m 43s

Time taken per file:
  - ATO_TD 1999_66.json: 1.43 sec
  - ATO_TD 1999_67.json: 2.02 sec
  - ATO_TD 1999_68.json: 1.28 sec
  - ATO_TD 1999_69.json: 1.28 sec
  - ATO_TD 1999_70.json: 1.50 sec
  - ATO_TD 1999_71.json: 1.10 sec
  - ATO_TD 1999_72.json: 0.92 sec
  - ATO_TD 1999_73.json: 0.86 sec
  - ATO_TD 1999_74.json: 1.06 sec
  - ATO_TD 1999_75.json: 0.98 sec
  - ATO_TD 1999_76.json: 0.93 sec
  - ATO_TD 1999_77.json: 0.83 sec
  - ATO_TD 1999_78.json: 0.85 sec
  - ATO_TD 1999_79.json: 1.23 sec
  - ATO_TD 1999_80.json: 1.21 sec
  - ATO_TD 1999_81.json: 0.89 sec
  - ATO_TD 1999_82.json: 0.82 sec
  - ATO_TD 1999_83.json: 0.71 sec
  - ATO_TD 1999_84.json: 0.89 sec
  - ATO_TD 2.json: 1.17 sec
  - ATO_TD 2000_10.json: 1.04 sec
  - ATO_TD 2000_11.json: 1.00 sec
  - ATO_TD 2000_13.json: 1.05 sec
  - ATO_TD 2000_14.json: 1.04 sec
  - ATO_TD 2000_15.json: 0.92 sec
  - ATO_TD 2000_16.json: 0.97 sec
  - ATO_TD 2000_2.json: 0.87 sec
  - ATO_TD 2000_3.json: 1.25 sec
  - ATO_TD 2000_31.json: 0.94 sec
  - ATO_TD 2000_32.json: 0.79 sec
  - ATO_TD 2000_33.json: 1.01 sec
  - ATO_TD 2000_34.json: 5.48 sec
  - ATO_TD 2000_35.json: 0.76 sec
  - ATO_TD 2000_36.json: 1.01 sec
  - ATO_TD 2000_37.json: 0.93 sec
  - ATO_TD 2000_38.json: 0.95 sec
  - ATO_TD 2000_39.json: 0.78 sec
  - ATO_TD 2000_40.json: 0.92 sec
  - ATO_TD 2000_41.json: 1.23 sec
  - ATO_TD 2000_42.json: 1.18 sec
  - ATO_TD 2000_43.json: 0.95 sec
  - ATO_TD 2000_44.json: 0.94 sec
  - ATO_TD 2000_45.json: 1.00 sec
  - ATO_TD 2000_5.json: 0.99 sec
  - ATO_TD 2000_50.json: 1.08 sec
  - ATO_TD 2000_51.json: 0.94 sec
  - ATO_TD 2000_52.json: 0.97 sec
  - ATO_TD 2000_6.json: 0.96 sec
  - ATO_TD 2000_7.json: 1.02 sec
  - ATO_TD 2000_8.json: 0.97 sec
  - ATO_TD 2001_13.json: 1.08 sec
  - ATO_TD 2001_14.json: 1.05 sec
  - ATO_TD 2001_16.json: 0.91 sec
  - ATO_TD 2001_26.json: 0.77 sec
  - ATO_TD 2001_27.json: 1.14 sec
  - ATO_TD 2001_9.json: 0.82 sec
  - ATO_TD 2002_10.json: 0.90 sec
  - ATO_TD 2002_2.json: 1.04 sec
  - ATO_TD 2002_22.json: 1.22 sec
  - ATO_TD 2002_25.json: 0.80 sec
  - ATO_TD 2002_4.json: 0.90 sec
  - ATO_TD 2003_1.json: 0.88 sec
  - ATO_TD 2003_28.json: 0.75 sec
  - ATO_TD 2003_32.json: 1.02 sec
  - ATO_TD 2004_13.json: 0.96 sec
  - ATO_TD 2004_3.json: 1.10 sec
  - ATO_TD 2004_33.json: 0.75 sec
  - ATO_TD 2004_34.json: 0.94 sec
  - ATO_TD 2004_35.json: 1.01 sec
  - ATO_TD 2004_39.json: 1.02 sec
  - ATO_TD 2004_40.json: 0.86 sec
  - ATO_TD 2004_41.json: 0.85 sec
  - ATO_TD 2004_42.json: 0.80 sec
  - ATO_TD 2004_43.json: 1.02 sec
  - ATO_TD 2004_44.json: 1.09 sec
  - ATO_TD 2004_45.json: 1.00 sec
  - ATO_TD 2004_46.json: 6.20 sec
  - ATO_TD 2004_47.json: 1.04 sec
  - ATO_TD 2004_48.json: 0.96 sec
  - ATO_TD 2004_49.json: 0.86 sec
  - ATO_TD 2004_50.json: 1.02 sec
  - ATO_TD 2004_51.json: 1.01 sec
  - ATO_TD 2004_64.json: 0.79 sec
  - ATO_TD 2004_65.json: 1.01 sec
  - ATO_TD 2004_66.json: 0.98 sec
  - ATO_TD 2004_67.json: 1.07 sec
  - ATO_TD 2004_79.json: 0.97 sec
  - ATO_TD 2004_80.json: 1.06 sec
  - ATO_TD 2004_81.json: 1.11 sec
  - ATO_TD 2004_82.json: 0.93 sec
  - ATO_TD 2004_87.json: 1.02 sec
  - ATO_TD 2005_33.json: 3.86 sec
  - ATO_TD 2005_47.json: 1.25 sec
  - ATO_TD 2005_49.json: 1.00 sec
  - ATO_TD 2005_52.json: 0.81 sec
  - ATO_TD 2005_54.json: 1.02 sec
  - ATO_TD 2006_27.json: 1.53 sec
  - ATO_TD 2006_28.json: 1.07 sec
  - ATO_TD 2006_63.json: 0.90 sec
  - ATO_TD 2006_65.json: 1.02 sec
  - ATO_TD 2006_68.json: 1.02 sec
  - ATO_TD 2006_71.json: 1.00 sec
  - ATO_TD 2006_73.json: 1.03 sec
  - ATO_TD 2006_77.json: 0.83 sec
  - ATO_TD 2006_78.json: 0.94 sec
  - ATO_TD 2006_9.json: 0.85 sec
  - ATO_TD 2007_12.json: 1.01 sec
  - ATO_TD 2007_13.json: 0.99 sec
  - ATO_TD 2007_14.json: 0.97 sec
  - ATO_TD 2007_4.json: 1.05 sec
  - ATO_TD 2007_D5.json: 1.08 sec
  - ATO_TD 2008_22.json: 0.96 sec
  - ATO_TD 2008_23.json: 1.83 sec
  - ATO_TD 2008_29.json: 2.37 sec
  - ATO_TD 2008_30.json: 1.06 sec
  - ATO_TD 2008_31.json: 1.22 sec
  - ATO_TD 2009_18.json: 1.20 sec
  - ATO_TD 2009_19.json: 1.12 sec
  - ATO_TD 2010_1.json: 0.92 sec
  - ATO_TD 2011_10.json: 1.00 sec
  - ATO_TD 2011_8.json: 0.93 sec
  - ATO_TD 2011_9.json: 0.98 sec
  - ATO_TD 2012_11.json: 0.99 sec
  - ATO_TD 2012_21.json: 1.12 sec
  - ATO_TD 2013_19.json: 0.92 sec
  - ATO_TD 2014_16.json: 1.01 sec
  - ATO_TD 2015_13.json: 2.56 sec
  - ATO_TD 2016_12.json: 0.94 sec
  - ATO_TD 2017_1.json: 1.50 sec
  - ATO_TD 2017_10.json: 2.03 sec
  - ATO_TD 2017_13.json: 1.02 sec
  - ATO_TD 2017_16.json: 0.95 sec
  - ATO_TD 2017_23.json: 1.05 sec
  - ATO_TD 2017_24.json: 1.13 sec
  - ATO_TD 2018_15.json: 1.02 sec
  - ATO_TD 2018_16.json: 1.14 sec
  - ATO_TD 2018_8.json: 0.98 sec
  - ATO_TD 2019_14.json: 2.51 sec
  - ATO_TD 2020_6.json: 2.36 sec
  - ATO_TD 2021_2.json: 1.20 sec
  - ATO_TD 2022_12.json: 1.06 sec
  - ATO_TD 2022_13.json: 1.21 sec
  - ATO_TD 2022_14.json: 1.23 sec
  - ATO_TD 27.json: 0.83 sec
  - ATO_TD 28.json: 1.01 sec
  - ATO_TD 3.json: 0.79 sec
  - ATO_TD 33.json: 1.05 sec
  - ATO_TD 38.json: 1.05 sec
  - ATO_TD 40.json: 0.86 sec
  - ATO_TD 41.json: 1.00 sec
  - ATO_TD 46.json: 1.07 sec
  - ATO_TD 47.json: 0.90 sec
  - ATO_TD 48.json: 0.80 sec
  - ATO_TD 54.json: 0.94 sec
  - ATO_TD 57.json: 0.94 sec
  - ATO_TD 60.json: 0.79 sec
  - ATO_TD 7.json: 0.87 sec
  - ATO_TD 8.json: 0.94 sec
  - ATO_TD 9.json: 0.90 sec
  - ATO_TD 92_101.json: 0.94 sec
  - ATO_TD 92_102.json: 0.80 sec
  - ATO_TD 92_129.json: 0.84 sec
  - ATO_TD 92_135.json: 0.98 sec
  - ATO_TD 92_147.json: 1.00 sec
  - ATO_TD 92_148.json: 0.97 sec
  - ATO_TD 92_158.json: 1.01 sec
  - ATO_TD 92_171.json: 0.96 sec
  - ATO_TD 92_172.json: 0.81 sec
  - ATO_TD 92_174.json: 582.50 sec
  - ATO_TD 93_1.json: 1.92 sec
  - ATO_TD 93_169.json: 1.06 sec
  - ATO_TD 93_170.json: 1.04 sec
  - ATO_TD 93_171.json: 1.31 sec
  - ATO_TD 93_178.json: 0.92 sec
  - ATO_TD 93_180.json: 1.17 sec
  - ATO_TD 93_182.json: 0.92 sec
  - ATO_TD 93_183.json: 0.68 sec
  - ATO_TD 93_184.json: 0.95 sec
  - ATO_TD 93_237.json: 1.28 sec
  - ATO_TD 93_36.json: 2.04 sec
  - ATO_TD 93_80.json: 1.11 sec
  - ATO_TD 93_86.json: 0.86 sec
  - ATO_TD 94_34.json: 0.96 sec
  - ATO_TD 94_43.json: 2.03 sec
  - ATO_TD 94_63.json: 0.94 sec
  - ATO_TD 94_77.json: 1.19 sec
  - ATO_TD 94_89.json: 0.85 sec
  - ATO_TD 95_10.json: 0.97 sec
  - ATO_TD 95_28.json: 1.09 sec
  - ATO_TD 95_54.json: 0.90 sec
  - ATO_TD 95_7.json: 1.05 sec
  - ATO_TD 96_18.json: 1.26 sec
  - ATO_TD 96_19.json: 975.18 sec
  - ATO_TD 96_21.json: 1.61 sec
  - ATO_TD 97_1.json: 1.18 sec
  - ATO_TD 97_3.json: 1.21 sec
  - ATO_TD 97_5.json: 2.39 sec
  - ATO_TD 98_19.json: 1.07 sec
  - ATO_TD 98_23.json: 1.23 sec
  - ATO_TD 98_24.json: 1.33 sec
  - ATO_TDP20182.json: 2.35 sec
  - ATO_TR 1999_16.json: 7.35 sec
  - ATO_TR 1999_19.json: 5.86 sec
  - ATO_TR 1999_4.json: 3.56 sec
  - ATO_TR 2002_10.json: 1.53 sec
  - ATO_TR 2004_18.json: 5.04 sec
  - ATO_TR 2004_7.json: 3.52 sec
  - ATO_TR 2004_D25.json: 4.08 sec
  - ATO_TR 2005_19.json: 3.35 sec
  - ATO_TR 2005_23.json: 6.43 sec
  - ATO_TR 2006_14.json: 4.88 sec
  - ATO_TR 2007_7.json: 2.06 sec
  - ATO_TR 2008_5.json: 4.72 sec
  - ATO_TR 2010_4.json: 1.99 sec
  - ATO_TR 2015_4.json: 3.25 sec
  - ATO_TR 2016_3.json: 4.82 sec
  - ATO_TR 2018_6.json: 4.70 sec
  - ATO_TR 2019_2.json: 1.26 sec
  - ATO_TR 92_12.json: 1.11 sec
  - ATO_TR 94_29.json: 2.46 sec
  - ATO_TR 94_30.json: 2.01 sec
  - ATO_TR 95_3.json: 3.56 sec
  - ATO_TR 95_35.json: 6.83 sec
  - ATO_TR 96_23.json: 6.73 sec
  - ATO_TR 96_24.json: 1.29 sec
  - ATO_TR 97_18.json: 3.45 sec
  - ATO_TR 97_3.json: 0.96 sec
  - ATO_TR 97_4.json: 2.38 sec
  - ATO_YAYS.json: 3.56 sec
